conversion_id,click_id,revenue
8000,150001,1.252539
8001,150015,0.644889
8002,150018,1.251805
8003,150020,0.554386
8004,150031,1.019945
8005,150033,1.399515
8006,150036,0.915988
8007,150043,0.674833
8008,150060,0.51617
8009,150092,1.392201
8010,150111,1.130221
8011,150113,0.574246
8012,150128,1.46633
8013,150143,1.184914
8014,150153,0.873769
8015,150164,0.697256
8016,150204,0.408251
8017,150217,0.530214
8018,150224,1.380333
8019,150265,1.269487
8020,150279,0.958162
8021,150291,0.945509
8022,150314,1.250982
8023,150322,0.312518
8024,150324,0.670212
8025,150339,0.575456
8026,150349,1.194869
8027,150365,1.323484
8028,150375,0.566217
8029,150384,0.646902
8030,150409,1.198187
8031,150450,0.992726
8032,150456,1.496505
8033,150471,0.878008
8034,150473,0.528775
8035,150477,0.43446
8036,150490,0.584534
8037,150494,1.386042
8038,150498,1.303892
8039,150502,0.654823
8040,150503,1.151064
8041,150508,0.478597
8042,150510,1.108368
8043,150522,1.424321
8044,150532,0.316994
8045,150534,1.355423
8046,150554,1.297259
8047,150565,1.041183
8048,150576,0.902017
8049,150585,0.469666
8050,150590,0.85371
8051,150609,1.320566
8052,150614,1.424762
8053,150637,1.416259
8054,150670,0.646014
8055,150683,1.354653
8056,150723,1.322002
8057,150735,1.36818
8058,150739,0.339209
8059,150747,1.122893
8060,150771,0.492222
8061,150864,1.162898
8062,150879,1.173024
8063,150890,0.317903
8064,150899,0.906728
8065,150910,0.988728
8066,150913,1.155175
8067,150919,0.934955
8068,150928,0.510291
8069,150935,0.649669
8070,150942,0.87573
8071,150954,0.463408
8072,150981,0.419186
8073,150982,1.078542
8074,150985,0.548967
8075,150991,1.175192
8076,150992,1.25521
8077,150998,0.315207
8078,151024,0.368422
8079,151042,1.096741
8080,151052,1.471845
8081,151058,0.756497
8082,151071,1.489958
8083,151082,1.334997
8084,151086,1.451351
8085,151087,0.307207
8086,151095,1.090898
8087,151098,1.114963
8088,151109,0.779216
8089,151144,1.063466
8090,151154,0.410198
8091,151165,1.498962
8092,151176,0.987595
8093,151177,0.849727
8094,151179,0.357973
8095,151182,0.729171
8096,151195,1.204829
8097,151198,1.046407
8098,151203,0.692762
8099,151253,0.575966
8100,151278,0.904175
8101,151285,0.770323
8102,151291,1.387031
8103,151311,0.994819
8104,151314,1.480006
8105,151324,0.419494
8106,151328,0.564697
8107,151329,0.937459
8108,151336,0.659148
8109,151347,0.956223
8110,151377,0.649812
8111,151382,0.376655
8112,151383,1.317636
8113,151408,0.353919
8114,151428,1.239988
8115,151434,0.846841
8116,151465,1.400017
8117,151486,1.117589
8118,151510,0.333179
8119,151519,0.708405
8120,151538,0.984115
8121,151543,1.01051
8122,151544,0.432932
8123,151549,0.728892
8124,151589,0.946971
8125,151593,1.019529
8126,151594,0.350393
8127,151605,0.340969
8128,151642,0.661305
8129,151648,0.467579
8130,151680,1.053034
8131,151683,0.937156
8132,151687,1.249994
8133,151691,0.379404
8134,151695,0.669547
8135,151703,1.487373
8136,151707,0.895296
8137,151712,1.006025
8138,151735,1.446514
8139,151737,0.888155
8140,151754,0.658764
8141,151757,1.186106
8142,151777,1.11567
8143,151781,0.310899
8144,151791,0.68216
8145,151846,0.644144
8146,151847,0.665669
8147,151852,1.385829
8148,151863,1.164357
8149,151866,0.444843
8150,151868,0.652255
8151,151875,1.108591
8152,151880,0.965282
8153,151901,0.970716
8154,151956,1.397984
8155,151974,1.266918
8156,151978,1.157606
8157,151994,1.496025
8158,151996,0.786576
8159,152041,0.343195
8160,152069,0.822321
8161,152081,1.324297
8162,152084,0.698352
8163,152089,0.764224
8164,152097,0.72793
8165,152144,0.750951
8166,152161,1.242095
8167,152175,1.017568
8168,152178,1.29297
8169,152194,0.50882
8170,152211,1.28134
8171,152219,1.062137
8172,152222,1.325291
8173,152239,1.180137
8174,152243,1.286265
8175,152249,1.053714
8176,152257,1.227883
8177,152275,0.402535
8178,152278,0.940077
8179,152289,0.30737
8180,152325,0.61742
8181,152354,1.091928
8182,152356,1.435138
8183,152364,1.410708
8184,152369,1.219745
8185,152373,0.889389
8186,152381,1.442907
8187,152385,1.128132
8188,152386,0.978762
8189,152389,1.119877
8190,152428,0.68868
8191,152440,1.378221
8192,152445,0.437035
8193,152448,0.856991
8194,152458,0.594909
8195,152481,0.31136
8196,152494,1.280341
8197,152504,0.997564
8198,152520,0.330277
8199,152526,1.055372
8200,152530,1.396759
8201,152537,1.099296
8202,152561,0.793165
8203,152571,1.448123
8204,152581,0.429809
8205,152588,0.440723
8206,152589,0.467393
8207,152590,1.251276
8208,152597,0.515236
8209,152606,1.494833
8210,152627,1.464895
8211,152638,1.416918
8212,152643,0.9331
8213,152657,1.182416
8214,152663,1.013332
8215,152702,0.506963
8216,152720,0.737276
8217,152739,0.739473
8218,152750,1.436021
8219,152836,1.382014
8220,152838,0.895501
8221,152858,0.309814
8222,152867,1.385963
8223,152870,0.745738
8224,152878,0.636213
8225,152901,0.371979
8226,152914,0.534193
8227,152920,0.685132
8228,152923,0.7692
8229,152933,1.454121
8230,152969,0.780716
8231,152981,0.541932
8232,153030,0.365589
8233,153031,0.344658
8234,153035,1.268665
8235,153040,1.498048
8236,153047,0.807617
8237,153065,1.238335
8238,153084,0.493626
8239,153095,1.392754
8240,153096,0.900248
8241,153113,0.975835
8242,153121,0.764345
8243,153122,1.273305
8244,153138,0.406601
8245,153164,1.455525
8246,153168,1.085371
8247,153212,0.305254
8248,153225,0.86211
8249,153228,0.686165
8250,153241,1.13953
8251,153243,1.478569
8252,153246,0.796775
8253,153253,1.04231
8254,153256,1.058939
8255,153284,0.64343
8256,153324,1.133025
8257,153326,0.396835
8258,153330,1.150731
8259,153335,0.340896
8260,153338,0.702557
8261,153344,0.305676
8262,153355,0.833322
8263,153376,0.497825
8264,153379,0.970144
8265,153389,0.986465
8266,153402,1.412487
8267,153427,0.400274
8268,153434,0.928323
8269,153453,1.321401
8270,153454,1.019777
8271,153488,0.800085
8272,153495,1.427001
8273,153512,1.393875
8274,153518,1.272287
8275,153545,1.325753
8276,153558,0.658793
8277,153564,1.330279
8278,153572,0.805349
8279,153592,1.176756
8280,153607,1.334781
8281,153621,0.886757
8282,153623,0.649005
8283,153627,0.502075
8284,153633,0.383164
8285,153639,0.803326
8286,153649,1.482748
8287,153657,1.207711
8288,153686,0.782862
8289,153697,1.11533
8290,153708,1.379331
8291,153715,1.340631
8292,153719,1.403493
8293,153723,1.468283
8294,153747,0.423443
8295,153753,1.474422
8296,153759,1.067947
8297,153790,1.057847
8298,153791,0.801513
8299,153827,1.137933
8300,153830,0.999331
8301,153837,0.854593
8302,153868,0.782948
8303,153875,1.012827
8304,153909,1.362571
8305,153912,1.280663
8306,153923,1.356757
8307,153925,0.721085
8308,153932,0.619966
8309,153937,1.427545
8310,153953,1.392938
8311,153973,1.130428
8312,154016,0.710217
8313,154023,0.9001
8314,154072,0.956151
8315,154074,1.449865
8316,154079,1.321614
8317,154082,0.808103
8318,154097,0.451181
8319,154100,1.156176
8320,154169,1.213334
8321,154186,0.815334
8322,154199,0.45442
8323,154204,0.403281
8324,154224,0.328903
8325,154230,0.586969
8326,154232,0.538385
8327,154237,0.437868
8328,154251,1.057489
8329,154300,0.646217
8330,154379,0.526484
8331,154414,1.334993
8332,154415,1.392335
8333,154416,1.321869
8334,154439,1.203325
8335,154463,1.236654
8336,154479,0.681961
8337,154487,1.377663
8338,154489,1.251257
8339,154509,0.357706
8340,154517,0.438343
8341,154530,0.46975
8342,154532,0.726156
8343,154564,0.523886
8344,154567,0.6718
8345,154583,1.215671
8346,154594,1.305038
8347,154595,0.72733
8348,154597,0.661827
8349,154604,0.46979
8350,154610,0.387576
8351,154615,0.645787
8352,154695,1.375025
8353,154705,1.164635
8354,154709,0.698593
8355,154710,1.461808
8356,154724,0.690248
8357,154727,0.362398
8358,154744,0.763328
8359,154754,1.303092
8360,154756,0.660756
8361,154782,1.212201
8362,154805,0.772842
8363,154809,0.424371
8364,154811,1.072131
8365,154829,0.995909
8366,154834,1.132091
8367,154839,0.476132
8368,154862,0.829866
8369,154879,0.6579
8370,154883,0.583021
8371,154896,0.852178
8372,154899,1.360446
8373,154906,0.315031
8374,154940,1.484874
8375,154941,1.18085
8376,154948,1.198163
8377,154954,1.086215
8378,154957,1.487154
8379,154958,1.318366
8380,154973,0.410621
8381,154977,1.0967
8382,154993,0.541631
8383,155001,1.145526
8384,155006,1.124668
8385,155070,1.279344
8386,155102,0.850458
8387,155140,1.189867
8388,155147,0.540108
8389,155170,0.88151
8390,155181,0.658184
8391,155216,0.775514
8392,155232,1.098857
8393,155241,0.534708
8394,155243,1.44245
8395,155250,1.223477
8396,155255,0.814312
8397,155263,0.710244
8398,155269,0.996938
8399,155287,1.128111
8400,155289,0.609661
8401,155296,0.331751
8402,155323,0.945225
8403,155342,0.404982
8404,155344,0.643189
8405,155351,0.440235
8406,155352,0.489551
8407,155356,1.251551
8408,155379,1.379061
8409,155403,0.66014
8410,155425,0.636389
8411,155457,0.985342
8412,155471,0.761709
8413,155488,0.956514
8414,155495,0.678269
8415,155496,1.255917
8416,155498,1.2297
8417,155506,0.769296
8418,155521,1.455331
8419,155522,0.83095
8420,155529,1.272038
8421,155548,0.70124
8422,155552,1.359872
8423,155565,0.437588
8424,155605,0.685341
8425,155613,0.821958
8426,155614,0.503728
8427,155634,0.62569
8428,155660,0.334494
8429,155672,0.680458
8430,155674,0.776635
8431,155678,1.221236
8432,155686,1.103665
8433,155690,1.258375
8434,155715,0.722477
8435,155723,0.464665
8436,155725,0.419153
8437,155732,1.005651
8438,155757,0.993079
8439,155761,1.380207
8440,155762,0.930034
8441,155774,0.795486
8442,155776,0.935122
8443,155780,0.939526
8444,155789,1.463272
8445,155792,0.665451
8446,155794,0.761469
8447,155815,1.387743
8448,155826,1.457013
8449,155877,0.896573
8450,155897,1.045643
8451,155910,0.382605
8452,155914,0.99827
8453,155926,0.631779
8454,155935,1.086977
8455,155938,0.385458
8456,155946,1.203474
8457,155953,1.214551
8458,155955,1.259805
8459,155971,1.240505
8460,155986,0.736822
8461,156000,1.015601
8462,156043,0.558958
8463,156060,0.488268
8464,156061,0.988085
8465,156077,0.445648
8466,156082,0.420733
8467,156090,0.667207
8468,156115,0.652817
8469,156121,0.6446
8470,156124,0.869727
8471,156129,0.699308
8472,156137,1.119015
8473,156141,1.416592
8474,156150,1.496757
8475,156182,1.119892
8476,156215,0.437588
8477,156232,0.736363
8478,156237,1.097947
8479,156248,0.802123
8480,156256,1.069923
8481,156284,1.079224
8482,156290,1.118014
8483,156302,0.638034
8484,156315,1.180876
8485,156328,0.611093
8486,156337,0.781644
8487,156354,0.402341
8488,156386,1.309749
8489,156389,1.165345
8490,156398,1.493548
8491,156404,0.486051
8492,156433,0.83292
8493,156441,0.676966
8494,156450,0.497621
8495,156459,1.226692
8496,156460,0.326577
8497,156468,1.165931
8498,156483,0.985293
8499,156489,0.908101
8500,156491,1.026251
8501,156492,1.318242
8502,156499,0.837818
8503,156510,1.481333
8504,156517,1.277724
8505,156531,0.676731
8506,156560,0.566466
8507,156566,0.586853
8508,156572,1.051224
8509,156596,0.499578
8510,156611,0.784922
8511,156662,1.006502
8512,156690,0.502743
8513,156712,1.352143
8514,156719,1.222204
8515,156723,0.711991
8516,156759,1.031736
8517,156769,0.437563
8518,156785,0.85151
8519,156813,1.373653
8520,156822,1.145094
8521,156825,0.639553
8522,156843,1.368255
8523,156851,0.631741
8524,156899,1.407834
8525,156927,0.447437
8526,156984,1.38133
8527,157036,1.459646
8528,157068,0.685063
8529,157085,1.471801
8530,157100,0.316269
8531,157113,0.945337
8532,157123,1.277761
8533,157129,0.818145
8534,157152,1.286575
8535,157155,1.469592
8536,157161,0.606101
8537,157163,0.954019
8538,157175,0.343559
8539,157192,0.678357
8540,157196,0.8953
8541,157206,1.245015
8542,157251,1.381729
8543,157286,0.842076
8544,157311,1.181546
8545,157319,0.860015
8546,157323,0.386932
8547,157336,0.992216
8548,157342,0.489129
8549,157349,0.342149
8550,157368,0.329306
8551,157378,0.926734
8552,157411,1.492212
8553,157415,0.48868
8554,157418,0.348528
8555,157422,1.282004
8556,157429,0.632612
8557,157467,0.491486
8558,157475,1.185694
8559,157477,1.210774
8560,157500,1.427265
8561,157535,0.30678
8562,157540,1.428834
8563,157547,0.366997
8564,157549,0.719029
8565,157563,0.348203
8566,157564,0.443031
8567,157570,1.028106
8568,157571,1.18829
8569,157577,1.455188
8570,157579,1.173153
8571,157597,1.379682
8572,157612,0.541337
8573,157613,0.857137
8574,157616,1.25409
8575,157621,0.847207
8576,157625,0.450985
8577,157630,1.483182
8578,157700,0.846472
8579,157701,1.360489
8580,157739,1.130863
8581,157741,0.601418
8582,157743,1.361752
8583,157754,1.151247
8584,157764,1.204345
8585,157767,1.441009
8586,157776,0.352995
8587,157816,1.468692
8588,157817,1.271767
8589,157820,0.441121
8590,157824,0.490097
8591,157829,0.569938
8592,157832,0.794868
8593,157867,0.379148
8594,157871,1.452144
8595,157878,1.377094
8596,157885,0.651045
8597,157889,1.377203
8598,157890,0.493337
8599,157938,0.769014
8600,157947,1.309705
8601,157973,0.65004
8602,157974,0.518923
8603,157979,1.133722
8604,158000,1.340975
8605,158106,0.48433
8606,158107,0.922124
8607,158120,0.451873
8608,158124,0.328853
8609,158131,0.342482
8610,158149,0.960713
8611,158160,0.314214
8612,158204,1.362017
8613,158214,1.409769
8614,158221,0.755368
8615,158223,1.170878
8616,158242,0.39636
8617,158272,0.509617
8618,158307,1.446075
8619,158309,1.397622
8620,158310,0.672546
8621,158329,1.011571
8622,158359,1.082169
8623,158368,1.125654
8624,158371,1.27003
8625,158373,1.448444
8626,158395,0.433102
8627,158396,1.232912
8628,158399,1.318976
8629,158404,0.418627
8630,158426,0.942177
8631,158436,1.467222
8632,158439,0.989848
8633,158442,0.499224
8634,158454,0.802842
8635,158466,0.605521
8636,158483,0.914033
8637,158510,1.006429
8638,158525,0.429605
8639,158554,0.990628
8640,158571,0.974268
8641,158593,0.844362
8642,158594,0.69431
8643,158611,0.857023
8644,158628,0.636864
8645,158636,1.041883
8646,158645,0.324231
8647,158652,0.668548
8648,158698,0.817747
8649,158748,0.604751
8650,158761,1.274302
8651,158775,0.907888
8652,158781,1.488633
8653,158809,0.984103
8654,158812,0.395998
8655,158813,0.778295
8656,158815,0.98011
8657,158825,1.183269
8658,158834,0.365955
8659,158848,0.920343
8660,158864,0.483823
8661,158868,0.544193
8662,158873,0.715245
8663,158896,0.637012
8664,158902,1.267504
8665,158909,1.339758
8666,158925,1.08232
8667,158947,1.352468
8668,158953,1.306043
8669,158994,0.329137
8670,159048,1.089938
8671,159050,1.302424
8672,159058,1.170919
8673,159068,1.035926
8674,159080,0.958161
8675,159084,0.687992
8676,159088,0.449307
8677,159108,1.051958
8678,159138,1.298038
8679,159159,0.488837
8680,159192,1.046043
8681,159196,1.491027
8682,159213,1.200744
8683,159225,0.437626
8684,159234,0.377512
8685,159235,0.947228
8686,159270,0.558211
8687,159282,1.335795
8688,159296,1.163963
8689,159312,0.716472
8690,159317,0.911548
8691,159324,0.324978
8692,159325,0.832725
8693,159326,0.336476
8694,159354,1.240115
8695,159356,1.016829
8696,159382,1.015146
8697,159414,0.905397
8698,159461,1.076288
8699,159473,1.20123
8700,159481,1.048682
8701,159483,0.653007
8702,159489,0.414022
8703,159508,0.375989
8704,159513,0.687769
8705,159519,0.637552
8706,159531,1.175245
8707,159533,1.347863
8708,159534,0.788924
8709,159549,0.884667
8710,159566,0.502895
8711,159569,1.153175
8712,159572,1.460321
8713,159593,0.930635
8714,159605,0.863452
8715,159660,0.906564
8716,159675,0.605852
8717,159722,0.928852
8718,159731,0.572015
8719,159732,0.584948
8720,159739,0.664996
8721,159747,1.24813
8722,159774,0.694387
8723,159781,0.97315
8724,159784,0.506393
8725,159796,0.406179
8726,159804,0.357125
8727,159812,0.657134
8728,159898,0.781198
8729,159914,0.971413
8730,159929,1.140673
8731,159959,1.133516
8732,159962,0.69942
8733,159970,0.380375
8734,159975,1.182409
8735,159980,0.382137
8736,159991,0.927555
8737,159995,1.29828
8738,160027,0.995001
8739,160041,0.589894
8740,160057,1.098474
8741,160059,1.417601
8742,160066,0.390485
8743,160087,1.363639
8744,160095,1.412529
8745,160097,1.014058
8746,160098,0.968515
8747,160101,0.546864
8748,160109,0.409043
8749,160119,0.415251
8750,160164,1.328174
8751,160165,0.878094
8752,160175,0.44303
8753,160184,0.334401
8754,160188,1.050181
8755,160194,0.462508
8756,160221,0.546863
8757,160227,0.69946
8758,160237,0.429256
8759,160241,1.221968
8760,160245,1.026082
8761,160267,1.42479
8762,160268,0.715185
8763,160282,1.177054
8764,160318,0.6685
8765,160320,1.018671
8766,160351,0.587312
8767,160357,0.788406
8768,160366,0.594712
8769,160370,1.290386
8770,160383,0.752818
8771,160389,1.226324
8772,160392,1.426472
8773,160394,0.727602
8774,160415,0.605651
8775,160421,0.416358
8776,160431,1.360146
8777,160435,0.664669
8778,160469,0.714478
8779,160491,0.880782
8780,160492,0.72748
8781,160496,1.022687
8782,160504,0.821558
8783,160530,1.030996
8784,160548,0.622451
8785,160575,1.045669
8786,160578,0.702505
8787,160580,0.832327
8788,160592,0.347273
8789,160608,1.095314
8790,160623,1.008854
8791,160626,1.199441
8792,160629,1.133434
8793,160638,0.410023
8794,160643,1.019799
8795,160652,1.404672
8796,160669,1.099177
8797,160678,0.607003
8798,160691,1.293171
8799,160706,0.581307
8800,160724,1.370227
8801,160725,1.065548
8802,160730,0.651589
8803,160731,0.60174
8804,160734,0.457655
8805,160735,1.439195
8806,160755,0.742349
8807,160756,1.223515
8808,160759,1.323104
8809,160765,0.471484
8810,160768,1.164805
8811,160778,0.560233
8812,160779,1.110521
8813,160816,1.092792
8814,160858,0.802283
8815,160874,1.480236
8816,160889,1.33362
8817,160898,1.124396
8818,160910,1.250328
8819,160922,1.286941
8820,160923,0.441143
8821,160928,0.383842
8822,160930,1.047088
8823,160938,0.652054
8824,160946,1.065596
8825,160978,0.850664
8826,160998,0.930399
8827,161029,0.682672
8828,161032,0.703442
8829,161035,0.913217
8830,161040,0.887956
8831,161069,0.769661
8832,161079,0.931679
8833,161093,0.976414
8834,161106,0.730362
8835,161107,0.385149
8836,161109,0.383531
8837,161113,0.391032
8838,161124,1.390069
8839,161128,0.638698
8840,161139,1.164504
8841,161144,1.426111
8842,161151,0.800343
8843,161173,0.986071
8844,161197,1.232973
8845,161203,1.168674
8846,161229,0.816992
8847,161240,0.924261
8848,161252,0.881741
8849,161263,0.625976
8850,161269,0.802118
8851,161271,0.612627
8852,161280,0.582466
8853,161299,0.765904
8854,161332,1.355797
8855,161354,1.148876
8856,161400,0.319724
8857,161413,0.492595
8858,161435,0.53797
8859,161478,1.317311
8860,161519,0.396664
8861,161522,0.625474
8862,161535,1.000572
8863,161538,1.209314
8864,161551,1.254494
8865,161559,0.705578
8866,161564,0.806879
8867,161565,1.300477
8868,161573,0.860701
8869,161577,0.647969
8870,161580,0.92903
8871,161582,0.856057
8872,161583,0.769756
8873,161604,0.503977
8874,161611,1.133767
8875,161612,1.372067
8876,161626,0.968991
8877,161627,1.371554
8878,161665,1.472447
8879,161666,0.941857
8880,161671,0.491169
8881,161675,0.702169
8882,161682,1.258328
8883,161711,0.973526
8884,161738,0.453434
8885,161740,1.396423
8886,161788,0.951286
8887,161803,1.256431
8888,161826,1.064489
8889,161842,1.041874
8890,161852,0.414045
8891,161861,0.976094
8892,161882,1.10196
8893,161915,0.402154
8894,161924,0.491087
8895,161932,1.134579
8896,161959,0.512563
8897,161973,1.126154
8898,161990,0.936068
8899,161996,1.168418
8900,162035,1.086473
8901,162038,0.684437
8902,162039,0.669226
8903,162055,1.48881
8904,162058,0.953995
8905,162065,1.118417
8906,162075,1.445084
8907,162081,0.508722
8908,162082,0.842497
8909,162084,0.356394
8910,162097,1.163493
8911,162101,0.329733
8912,162118,0.89015
8913,162126,1.241525
8914,162166,1.120805
8915,162179,0.814184
8916,162192,1.063366
8917,162195,1.280832
8918,162223,1.053046
8919,162234,1.005462
8920,162247,0.479863
8921,162253,0.825708
8922,162261,1.476882
8923,162278,0.669478
8924,162288,1.099835
8925,162307,1.447352
8926,162319,0.858421
8927,162321,0.514672
8928,162345,1.297816
8929,162379,0.948646
8930,162384,1.099937
8931,162388,0.965153
8932,162389,1.365321
8933,162399,0.715554
8934,162408,1.450861
8935,162420,1.027316
8936,162424,0.809728
8937,162430,1.076223
8938,162437,0.960971
8939,162453,0.9743
8940,162457,0.504747
8941,162459,0.661632
8942,162466,0.665719
8943,162483,0.839512
8944,162484,0.720906
8945,162491,1.407162
8946,162508,0.544067
8947,162509,0.608933
8948,162522,0.791597
8949,162524,0.352772
8950,162545,1.400814
8951,162555,0.75787
8952,162571,1.10435
8953,162589,0.897996
8954,162594,0.546818
8955,162595,0.525372
8956,162607,0.461174
8957,162612,1.177416
8958,162646,0.514085
8959,162655,0.553573
8960,162662,0.338112
8961,162682,1.195176
8962,162701,1.374768
8963,162715,0.675021
8964,162721,1.449678
8965,162722,0.614334
8966,162730,0.510627
8967,162734,0.798466
8968,162757,0.580791
8969,162758,0.347996
8970,162761,0.42111
8971,162765,1.368911
8972,162809,0.367978
8973,162814,1.409605
8974,162820,1.259497
8975,162855,0.480959
8976,162882,1.241306
8977,162912,1.449889
8978,162914,1.004879
8979,162939,0.740124
8980,162951,0.437845
8981,162982,0.732439
8982,163025,0.656681
8983,163073,0.384017
8984,163079,0.678412
8985,163092,1.485364
8986,163099,0.468318
8987,163102,1.449697
8988,163140,0.579851
8989,163143,0.369166
8990,163148,0.747693
8991,163162,0.301702
8992,163194,0.461329
8993,163216,1.000466
8994,163224,1.183712
8995,163263,0.357484
8996,163273,0.656563
8997,163274,1.054874
8998,163302,1.4362
8999,163306,1.017646
9000,163336,0.428328
9001,163340,0.407817
9002,163342,0.488643
9003,163360,0.509069
9004,163362,0.700868
9005,163368,1.002812
9006,163370,0.480626
9007,163381,0.894177
9008,163397,0.821538
9009,163449,0.48525
9010,163453,1.394117
9011,163464,0.890043
9012,163493,0.828429
9013,163499,1.311198
